,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsVulnerable
import.php,375.0,375.0,0.0,84.0,84.0,7.0,3577.320523649041,0.0,0.0,0.0,54.0,34.0,96.0,no
import_status.php,45.0,45.0,0.0,12.0,12.0,3.0,306.79336564160604,0.0,0.0,0.0,3.0,2.0,3.0,no
index.php,321.0,359.0,1.0,51.0,51.0,4.0,2598.3128509816293,1.0,1.0,1.0,49.0,26.0,77.0,no
js/get_image.js.php,16.0,17.0,0.0,4.0,4.0,1.0,121.78089750893692,0.0,0.0,0.0,4.0,3.0,4.0,no
js/get_scripts.js.php,15.0,16.0,0.0,6.0,6.0,4.0,121.78089750893692,0.0,0.0,0.0,0.0,0.0,0.0,no
js/messages.php,348.0,353.0,0.0,3.0,3.0,1.0,1848.3668127828123,0.0,0.0,0.0,2.0,2.0,313.0,no
libraries/Advisor.class.php,261.0,261.0,15.0,38.0,38.0,4.0,2090.4877116044904,2.0,2.0,8.0,14.0,9.0,30.0,no
libraries/bookmark.lib.php,88.0,88.0,5.0,11.0,11.0,2.0,732.7123292259292,7.0,3.0,1.0,8.0,4.0,28.0,no
libraries/build_html_for_db.lib.php,126.0,126.0,2.0,17.0,17.0,4.0,706.4195578555566,4.0,2.0,0.0,7.0,5.0,20.0,no
libraries/charset_conversion.lib.php,51.0,51.0,1.0,14.0,14.0,5.0,228.73714154851538,3.0,3.0,0.0,2.0,2.0,3.0,no
libraries/check_user_privileges.lib.php,81.0,81.0,1.0,11.0,11.0,4.0,479.97198830107084,0.0,0.0,1.0,19.0,6.0,19.0,no
libraries/cleanup.lib.php,19.0,19.0,1.0,8.0,8.0,3.0,209.05516752081726,1.0,1.0,0.0,0.0,0.0,0.0,no
libraries/common.inc.php,446.0,446.0,0.0,91.0,91.0,7.0,3707.891411976601,0.0,0.0,0.0,95.0,49.0,99.0,no
libraries/Config.class.php,954.0,954.0,40.0,189.0,189.0,9.0,10427.190718652748,69.0,46.0,30.0,24.0,10.0,164.0,no
libraries/config/ConfigFile.class.php,198.0,198.0,26.0,29.0,29.0,2.0,2175.647756713563,194.0,134.0,6.0,10.0,6.0,17.0,no
libraries/config/config_functions.lib.php,21.0,21.0,2.0,2.0,2.0,1.0,156.08007492639288,6.0,4.0,1.0,1.0,1.0,1.0,no
libraries/config.default.php,398.0,398.0,0.0,2.0,2.0,1.0,562.8355106146756,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/config/Form.class.php,77.0,77.0,7.0,14.0,14.0,3.0,742.4445878342468,23.0,22.0,3.0,9.0,7.0,5.0,no
libraries/config/FormDisplay.class.php,442.0,442.0,16.0,80.0,80.0,5.0,4642.399645285729,77.0,60.0,9.0,43.0,19.0,72.0,no
libraries/config/FormDisplay.tpl.php,229.0,269.0,13.0,44.0,44.0,4.0,2711.0265634166267,19.0,3.0,0.0,5.0,4.0,15.0,no
libraries/config/messages.inc.php,512.0,512.0,0.0,2.0,2.0,1.0,6385.794400560634,0.0,0.0,0.0,2.0,1.0,508.0,no
libraries/config/setup.forms.php,343.0,343.0,0.0,1.0,1.0,0.0,90.086207670785,0.0,0.0,0.0,1.0,1.0,22.0,no
libraries/config/user_preferences.forms.php,246.0,246.0,0.0,1.0,1.0,0.0,71.40979876342713,0.0,0.0,0.0,1.0,1.0,18.0,no
libraries/config/validate.lib.php,304.0,304.0,15.0,49.0,49.0,6.0,2721.988978058905,3.0,2.0,4.0,11.0,6.0,27.0,no
libraries/config.values.php,207.0,207.0,0.0,2.0,2.0,1.0,216.26192033470292,0.0,0.0,0.0,1.0,1.0,29.0,no
libraries/core.lib.php,343.0,345.0,22.0,69.0,69.0,4.0,3338.482667794792,334.0,233.0,9.0,32.0,19.0,20.0,no
libraries/database_interface.lib.php,995.0,995.0,31.0,183.0,183.0,7.0,10145.589828986915,293.0,122.0,14.0,48.0,12.0,91.0,no
libraries/data_dictionary_relations.lib.php,154.0,154.0,0.0,2.0,2.0,1.0,5.545177444479562,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/db_common.inc.php,47.0,47.0,0.0,10.0,10.0,3.0,428.8078364067786,0.0,0.0,0.0,27.0,15.0,23.0,no
libraries/dbi/drizzle.dbi.lib.php,265.0,265.0,24.0,46.0,46.0,2.0,2446.1129991916055,276.0,96.0,2.0,29.0,15.0,28.0,no
libraries/dbi/drizzle-wrappers.lib.php,150.0,150.0,20.0,17.0,17.0,2.0,1132.744294939294,85.0,34.0,7.0,88.0,87.0,4.0,no
libraries/dbi/dummy.lib.php,280.0,280.0,16.0,14.0,14.0,3.0,611.4249546870268,236.0,92.0,1.0,1.0,1.0,1.0,no
libraries/dbi/mysql.dbi.lib.php,198.0,198.0,25.0,36.0,36.0,2.0,1718.424632682308,278.0,96.0,1.0,12.0,10.0,10.0,no
libraries/dbi/mysqli.dbi.lib.php,338.0,338.0,25.0,60.0,60.0,2.0,2679.3001764511187,277.0,96.0,2.0,15.0,11.0,11.0,no
libraries/db_info.inc.php,113.0,113.0,0.0,30.0,30.0,7.0,861.1699200487592,0.0,0.0,0.0,26.0,7.0,26.0,no
libraries/DBQbe.class.php,791.0,791.0,27.0,91.0,91.0,5.0,9131.594476348724,29.0,28.0,25.0,35.0,16.0,50.0,no
libraries/DbSearch.class.php,279.0,279.0,8.0,17.0,17.0,3.0,2237.5624834158734,30.0,28.0,5.0,15.0,7.0,41.0,no
libraries/db_table_exists.lib.php,55.0,55.0,0.0,18.0,18.0,5.0,359.09015421043074,0.0,0.0,0.0,28.0,14.0,17.0,no
libraries/display_change_password.lib.php,73.0,73.0,1.0,3.0,3.0,1.0,332.72160464580776,2.0,2.0,0.0,2.0,2.0,8.0,no
libraries/display_create_database.lib.php,20.0,24.0,0.0,4.0,4.0,2.0,130.31166994526973,0.0,0.0,0.0,5.0,4.0,10.0,no
libraries/display_create_table.lib.php,15.0,17.0,0.0,3.0,3.0,1.0,64.60757289448802,0.0,0.0,0.0,3.0,3.0,6.0,no
libraries/display_export.lib.php,198.0,332.0,1.0,49.0,49.0,4.0,2452.735758023787,0.0,0.0,1.0,23.0,11.0,73.0,no
libraries/display_git_revision.lib.php,57.0,57.0,1.0,6.0,6.0,1.0,360.5140923852385,1.0,1.0,0.0,15.0,11.0,25.0,no
libraries/display_import_ajax.lib.php,50.0,50.0,5.0,7.0,7.0,2.0,209.47321947359393,4.0,4.0,0.0,0.0,0.0,0.0,no
libraries/display_import.lib.php,97.0,126.0,0.0,23.0,23.0,4.0,1234.258621051601,0.0,0.0,0.0,21.0,10.0,58.0,no
libraries/DisplayResults.class.php,2966.0,2966.0,75.0,316.0,316.0,7.0,36221.17313302758,46.0,43.0,70.0,133.0,60.0,458.0,no
libraries/display_select_lang.lib.php,42.0,42.0,2.0,8.0,8.0,3.0,239.07800392903965,2.0,2.0,0.0,4.0,4.0,5.0,no
libraries/engines/bdb.lib.php,50.0,50.0,3.0,3.0,3.0,1.0,19.45910149055313,3.0,2.0,0.0,1.0,1.0,1.0,no
libraries/engines/berkeleydb.lib.php,8.0,8.0,0.0,3.0,3.0,1.0,9.704060527839234,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/engines/binlog.lib.php,10.0,10.0,1.0,3.0,3.0,1.0,9.704060527839234,1.0,1.0,0.0,0.0,0.0,0.0,no
libraries/engines/innobase.lib.php,8.0,8.0,0.0,3.0,3.0,1.0,9.704060527839234,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/engines/innodb.lib.php,292.0,292.0,10.0,7.0,7.0,1.0,1151.93277192257,10.0,5.0,1.0,7.0,5.0,45.0,no
libraries/engines/memory.lib.php,13.0,13.0,1.0,3.0,3.0,1.0,9.704060527839234,1.0,1.0,0.0,0.0,0.0,0.0,no
libraries/engines/merge.lib.php,7.0,7.0,0.0,3.0,3.0,1.0,6.591673732008658,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/engines/mrg_myisam.lib.php,11.0,11.0,1.0,3.0,3.0,1.0,12.875503299472802,1.0,1.0,0.0,0.0,0.0,0.0,no
libraries/engines/myisam.lib.php,48.0,48.0,1.0,3.0,3.0,1.0,30.579320336247907,1.0,1.0,0.0,1.0,1.0,12.0,no
libraries/engines/ndbcluster.lib.php,18.0,18.0,3.0,3.0,3.0,1.0,16.125835223052494,3.0,2.0,0.0,0.0,0.0,0.0,no
libraries/engines/pbxt.lib.php,97.0,97.0,5.0,5.0,5.0,1.0,268.9206934421735,6.0,4.0,1.0,6.0,4.0,33.0,no
libraries/engines/performance_schema.lib.php,8.0,8.0,1.0,2.0,2.0,1.0,5.545177444479562,1.0,1.0,0.0,0.0,0.0,0.0,no
libraries/Error.class.php,185.0,185.0,17.0,19.0,19.0,4.0,1308.4357883340676,49.0,41.0,13.0,10.0,5.0,18.0,no
libraries/Error_Handler.class.php,166.0,170.0,23.0,28.0,28.0,5.0,1017.8465363258211,38.0,35.0,12.0,31.0,17.0,17.0,no
libraries/error.inc.php,8.0,9.0,0.0,3.0,3.0,1.0,46.05170185988092,0.0,0.0,0.0,1.0,1.0,1.0,no
libraries/File.class.php,330.0,330.0,35.0,47.0,47.0,4.0,2680.076550476401,70.0,59.0,23.0,30.0,25.0,41.0,no
libraries/file_listing.lib.php,49.0,49.0,3.0,15.0,15.0,3.0,356.1624129862323,5.0,3.0,1.0,0.0,0.0,0.0,no
libraries/Footer.class.php,139.0,139.0,11.0,13.0,13.0,3.0,961.142176543578,105.0,89.0,7.0,30.0,18.0,23.0,no
libraries/gis/pma_gis_factory.php,30.0,30.0,1.0,5.0,5.0,2.0,67.092479544276,4.0,4.0,0.0,8.0,8.0,7.0,no
libraries/gis/pma_gis_geometrycollection.php,148.0,148.0,10.0,27.0,27.0,4.0,1508.1010404065178,36.0,31.0,8.0,50.0,8.0,15.0,no
libraries/gis/pma_gis_geometry.php,126.0,126.0,16.0,16.0,16.0,3.0,1282.034351060086,45.0,9.0,6.0,2.0,2.0,7.0,no
libraries/gis/pma_gis_linestring.php,134.0,134.0,9.0,16.0,16.0,2.0,1505.9512638430851,42.0,31.0,1.0,16.0,9.0,20.0,no
libraries/gis/pma_gis_multilinestring.php,177.0,177.0,10.0,25.0,25.0,3.0,2022.6841344942923,43.0,32.0,1.0,16.0,9.0,19.0,no
libraries/gis/pma_gis_multipoint.php,156.0,156.0,11.0,21.0,21.0,3.0,1797.2543362188273,44.0,33.0,2.0,17.0,9.0,21.0,no
libraries/gis/pma_gis_multipolygon.php,258.0,258.0,11.0,48.0,48.0,6.0,3146.9809830079225,44.0,32.0,2.0,20.0,9.0,30.0,no
libraries/gis/pma_gis_point.php,128.0,128.0,10.0,12.0,12.0,2.0,1320.7059117201215,43.0,32.0,1.0,16.0,9.0,20.0,no
libraries/gis/pma_gis_polygon.php,249.0,249.0,14.0,40.0,40.0,6.0,3457.338276663171,46.0,31.0,4.0,18.0,10.0,29.0,no
libraries/gis/pma_gis_visualization.php,248.0,248.0,16.0,18.0,18.0,5.0,2373.690498903042,29.0,24.0,8.0,50.0,14.0,18.0,no
libraries/gis_visualization.lib.php,89.0,89.0,4.0,28.0,28.0,5.0,813.2722826082435,6.0,4.0,1.0,11.0,5.0,14.0,no
libraries/Header.class.php,330.0,330.0,24.0,37.0,37.0,5.0,2789.678814173758,164.0,114.0,16.0,35.0,23.0,53.0,no
libraries/iconv_wrapper.lib.php,47.0,47.0,1.0,4.0,4.0,1.0,179.62682382568195,2.0,2.0,0.0,0.0,0.0,0.0,no
libraries/import.lib.php,563.0,563.0,14.0,130.0,130.0,9.0,6749.773690087804,26.0,8.0,9.0,28.0,14.0,52.0,no
libraries/Index.class.php,392.0,392.0,36.0,57.0,57.0,4.0,3556.0227430255104,151.0,77.0,24.0,55.0,44.0,59.0,no
libraries/index.lib.php,25.0,25.0,1.0,2.0,2.0,1.0,82.07837943876918,2.0,2.0,0.0,4.0,4.0,6.0,no
libraries/information_schema_relations.lib.php,126.0,126.0,0.0,2.0,2.0,1.0,5.545177444479562,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/insert_edit.lib.php,1251.0,1251.0,58.0,152.0,152.0,8.0,15471.535486301382,31.0,2.0,30.0,90.0,37.0,128.0,no
libraries/ip_allow_deny.lib.php,126.0,126.0,5.0,27.0,27.0,4.0,1351.079547289374,1.0,1.0,4.0,2.0,2.0,7.0,no
libraries/js_escape.lib.php,47.0,47.0,5.0,9.0,9.0,3.0,234.00441748630737,22.0,18.0,3.0,1.0,1.0,1.0,no
libraries/kanji-encoding.lib.php,62.0,62.0,5.0,9.0,9.0,1.0,523.8208824841789,4.0,4.0,3.0,1.0,1.0,1.0,no
libraries/List.class.php,43.0,43.0,7.0,9.0,9.0,2.0,236.9451171094751,30.0,27.0,3.0,89.0,87.0,3.0,no
libraries/List_Database.class.php,127.0,127.0,7.0,29.0,29.0,7.0,999.2491350849533,27.0,26.0,5.0,113.0,92.0,19.0,no
libraries/logging.lib.php,8.0,8.0,1.0,3.0,3.0,1.0,22.873856958478193,4.0,4.0,0.0,0.0,0.0,0.0,no
libraries/Menu.class.php,334.0,334.0,9.0,34.0,34.0,4.0,2087.013066079835,72.0,63.0,6.0,21.0,14.0,69.0,no
libraries/Message.class.php,217.0,217.0,37.0,27.0,27.0,3.0,1656.6146213569366,323.0,110.0,22.0,15.0,12.0,15.0,no
libraries/mime.lib.php,13.0,13.0,1.0,5.0,5.0,1.0,74.54719949364001,1.0,1.0,0.0,0.0,0.0,0.0,no
libraries/mult_submits.inc.php,395.0,402.0,0.0,66.0,66.0,7.0,3910.3346035170002,0.0,0.0,0.0,32.0,14.0,102.0,no
libraries/mysql_charsets.lib.php,347.0,347.0,5.0,32.0,32.0,4.0,2026.6618425464455,22.0,18.0,1.0,20.0,7.0,97.0,no
libraries/navigation/Navigation.class.php,35.0,35.0,2.0,7.0,7.0,1.0,161.35968919934143,35.0,35.0,1.0,17.0,14.0,12.0,no
libraries/navigation/NavigationHeader.class.php,199.0,199.0,6.0,23.0,23.0,4.0,1002.6155363447031,15.0,15.0,5.0,15.0,10.0,21.0,no
libraries/navigation/NavigationTree.class.php,731.0,731.0,17.0,137.0,137.0,8.0,7554.031547796429,23.0,22.0,13.0,36.0,18.0,84.0,no
libraries/navigation/NodeFactory.class.php,36.0,36.0,3.0,4.0,4.0,1.0,166.91629248134907,113.0,113.0,2.0,1.0,1.0,2.0,no
libraries/navigation/Nodes/Node.class.php,177.0,177.0,14.0,33.0,33.0,3.0,1385.9136844451555,54.0,31.0,5.0,11.0,9.0,8.0,no
libraries/navigation/Nodes/Node_Column.class.php,36.0,36.0,2.0,2.0,2.0,1.0,191.6446321082156,27.0,27.0,1.0,90.0,88.0,9.0,no
libraries/navigation/Nodes/Node_Column_Container.class.php,33.0,33.0,1.0,2.0,2.0,1.0,156.08007492639288,20.0,20.0,1.0,94.0,89.0,6.0,no
libraries/navigation/Nodes/Node_Database.class.php,331.0,331.0,4.0,49.0,49.0,5.0,2261.283105371843,29.0,27.0,1.0,101.0,93.0,77.0,no
libraries/navigation/Nodes/Node_Event.class.php,31.0,31.0,2.0,2.0,2.0,1.0,160.73420757463242,27.0,27.0,1.0,90.0,88.0,6.0,no
libraries/navigation/Nodes/Node_Event_Container.class.php,29.0,29.0,1.0,2.0,2.0,1.0,144.51858789480823,20.0,20.0,1.0,94.0,89.0,6.0,no
libraries/navigation/Nodes/Node_Function.class.php,32.0,32.0,2.0,2.0,2.0,1.0,163.82525002799076,27.0,27.0,1.0,90.0,88.0,6.0,no
libraries/navigation/Nodes/Node_Function_Container.class.php,29.0,29.0,1.0,2.0,2.0,1.0,144.51858789480823,20.0,20.0,1.0,94.0,89.0,6.0,no
libraries/navigation/Nodes/Node_Index.class.php,18.0,18.0,1.0,2.0,2.0,1.0,79.17171988845776,20.0,20.0,1.0,87.0,87.0,2.0,no
libraries/navigation/Nodes/Node_Index_Container.class.php,31.0,31.0,1.0,2.0,2.0,1.0,150.29933141060056,20.0,20.0,1.0,94.0,89.0,6.0,no
libraries/navigation/Nodes/Node_Procedure.class.php,32.0,32.0,2.0,2.0,2.0,1.0,163.82525002799076,27.0,27.0,1.0,90.0,88.0,6.0,no
libraries/navigation/Nodes/Node_Procedure_Container.class.php,29.0,29.0,1.0,2.0,2.0,1.0,144.51858789480823,20.0,20.0,1.0,94.0,89.0,6.0,no
libraries/navigation/Nodes/Node_Table.class.php,147.0,147.0,4.0,19.0,19.0,5.0,1349.298732200296,29.0,27.0,1.0,105.0,92.0,47.0,no
libraries/navigation/Nodes/Node_Table_Container.class.php,30.0,30.0,1.0,3.0,3.0,1.0,164.7652750454695,20.0,20.0,1.0,94.0,89.0,6.0,no
libraries/navigation/Nodes/Node_Trigger.class.php,18.0,18.0,1.0,2.0,2.0,1.0,79.17171988845776,20.0,20.0,1.0,87.0,87.0,2.0,no
libraries/navigation/Nodes/Node_Trigger_Container.class.php,29.0,29.0,1.0,2.0,2.0,1.0,144.51858789480823,20.0,20.0,1.0,94.0,89.0,6.0,no
libraries/navigation/Nodes/Node_View.class.php,17.0,17.0,1.0,2.0,2.0,1.0,71.81858200892303,20.0,20.0,1.0,87.0,87.0,2.0,no
libraries/navigation/Nodes/Node_View_Container.class.php,27.0,27.0,1.0,2.0,2.0,1.0,138.73784437901588,20.0,20.0,1.0,94.0,89.0,6.0,no
libraries/opendocument.lib.php,146.0,146.0,1.0,2.0,2.0,1.0,402.69704912146125,2.0,2.0,0.0,3.0,2.0,6.0,no
libraries/operations.lib.php,1022.0,1022.0,34.0,80.0,80.0,4.0,8507.3554054418,28.0,2.0,6.0,47.0,23.0,172.0,no
libraries/OutputBuffering.class.php,53.0,53.0,7.0,11.0,11.0,3.0,253.89795777236364,140.0,125.0,2.0,5.0,4.0,2.0,no
libraries/parse_analyze.lib.php,18.0,18.0,0.0,6.0,6.0,2.0,114.83312018749118,0.0,0.0,0.0,2.0,1.0,2.0,no
libraries/Partition.class.php,31.0,31.0,2.0,9.0,9.0,5.0,93.49604035385514,3.0,2.0,1.0,2.0,1.0,3.0,no
libraries/PDF.class.php,52.0,52.0,7.0,5.0,5.0,2.0,513.859233021664,29.0,23.0,2.0,112.0,89.0,25.0,no
libraries/plugin_interface.lib.php,311.0,312.0,8.0,51.0,51.0,6.0,3175.260672363409,13.0,7.0,4.0,38.0,28.0,50.0,no
libraries/plugins/auth/AuthenticationConfig.class.php,74.0,76.0,5.0,7.0,7.0,3.0,394.7101015901912,11.0,7.0,0.0,22.0,18.0,19.0,no
libraries/plugins/auth/AuthenticationCookie.class.php,349.0,369.0,8.0,60.0,60.0,4.0,2935.5514734534677,10.0,7.0,5.0,62.0,30.0,78.0,no
libraries/plugins/auth/AuthenticationHttp.class.php,114.0,114.0,5.0,27.0,27.0,7.0,872.4469394081881,10.0,6.0,1.0,27.0,19.0,40.0,no
libraries/plugins/auth/AuthenticationSignon.class.php,122.0,122.0,5.0,24.0,24.0,5.0,735.5540363429084,10.0,6.0,1.0,14.0,12.0,15.0,no
libraries/plugins/AuthenticationPlugin.class.php,10.0,10.0,4.0,2.0,2.0,1.0,16.635532333438686,11.0,7.0,0.0,0.0,0.0,0.0,no
libraries/plugins/auth/swekey/authentication.inc.php,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/plugins/auth/swekey/swekey.auth.lib.php,123.0,132.0,3.0,38.0,38.0,4.0,1193.8747591901522,2.0,1.0,1.0,17.0,7.0,22.0,no
libraries/plugins/auth/swekey/swekey.php,234.0,234.0,15.0,35.0,35.0,5.0,1881.0640480524007,8.0,1.0,3.0,2.0,2.0,1.0,no
libraries/plugins/export/ExportCodegen.class.php,203.0,203.0,17.0,16.0,16.0,3.0,1394.399318373227,52.0,44.0,7.0,62.0,43.0,39.0,no
libraries/plugins/export/ExportCsv.class.php,174.0,174.0,9.0,20.0,20.0,6.0,1402.980237255524,48.0,43.0,1.0,61.0,41.0,49.0,no
libraries/plugins/export/ExportExcel.class.php,57.0,57.0,2.0,2.0,2.0,1.0,337.98196161116107,22.0,22.0,0.0,19.0,10.0,28.0,no
libraries/plugins/export/ExportHtmlword.class.php,356.0,356.0,14.0,38.0,38.0,4.0,2996.2467832723846,63.0,46.0,5.0,87.0,44.0,85.0,no
libraries/plugins/export/ExportJson.class.php,94.0,94.0,9.0,10.0,10.0,4.0,799.6250021935658,48.0,43.0,1.0,63.0,40.0,21.0,no
libraries/plugins/export/ExportLatex.class.php,385.0,385.0,12.0,53.0,53.0,3.0,3973.618146509098,52.0,43.0,3.0,80.0,44.0,135.0,no
libraries/plugins/export/ExportMediawiki.class.php,159.0,159.0,12.0,16.0,16.0,3.0,1535.3231367267638,50.0,43.0,3.0,59.0,43.0,40.0,no
libraries/plugins/export/ExportOds.class.php,208.0,208.0,9.0,14.0,14.0,8.0,1444.4883822967822,48.0,43.0,1.0,68.0,41.0,30.0,no
libraries/plugins/export/ExportOdt.class.php,456.0,456.0,14.0,37.0,37.0,5.0,3699.303115095354,63.0,46.0,5.0,93.0,45.0,97.0,no
libraries/plugins/export/ExportPdf.class.php,97.0,97.0,14.0,3.0,3.0,1.0,638.237447450284,51.0,43.0,6.0,54.0,37.0,29.0,no
libraries/plugins/export/ExportPhparray.class.php,94.0,94.0,9.0,9.0,9.0,2.0,801.6204035137957,48.0,43.0,1.0,61.0,41.0,23.0,no
libraries/plugins/export/ExportSql.class.php,1208.0,1208.0,16.0,149.0,149.0,7.0,12062.45301117473,61.0,46.0,6.0,109.0,47.0,357.0,no
libraries/plugins/export/ExportTexytext.class.php,291.0,291.0,14.0,36.0,36.0,4.0,2749.7810139885637,63.0,46.0,5.0,86.0,44.0,82.0,no
libraries/plugins/export/ExportXml.class.php,278.0,278.0,14.0,33.0,33.0,5.0,2996.9823830082073,51.0,43.0,6.0,72.0,41.0,76.0,no
libraries/plugins/export/ExportYaml.class.php,87.0,87.0,9.0,10.0,10.0,3.0,724.6989875133117,48.0,43.0,1.0,61.0,40.0,21.0,no
libraries/plugins/ExportPlugin.class.php,37.0,37.0,13.0,2.0,2.0,1.0,151.09543699734644,46.0,27.0,0.0,0.0,0.0,0.0,no
libraries/plugins/export/PMA_ExportPdf.class.php,231.0,231.0,6.0,38.0,38.0,4.0,3345.275406529896,6.0,3.0,1.0,29.0,8.0,37.0,no
libraries/plugins/export/TableProperty.class.php,133.0,133.0,11.0,20.0,20.0,1.0,720.2873066296781,29.0,27.0,7.0,4.0,4.0,11.0,no
libraries/plugins/import/AbstractImportCsv.class.php,51.0,51.0,1.0,2.0,2.0,1.0,324.5594576026232,22.0,22.0,0.0,16.0,10.0,33.0,no
libraries/plugins/import/ImportCsv.class.php,336.0,336.0,6.0,65.0,65.0,6.0,3232.441329952328,45.0,43.0,3.0,55.0,40.0,64.0,no
libraries/plugins/import/ImportLdi.class.php,94.0,94.0,4.0,19.0,19.0,3.0,716.7623076657351,43.0,43.0,1.0,56.0,43.0,31.0,no
libraries/plugins/import/ImportMediawiki.class.php,213.0,213.0,12.0,47.0,47.0,10.0,1922.8965700481651,45.0,43.0,9.0,47.0,33.0,22.0,no
libraries/plugins/import/ImportOds.class.php,205.0,205.0,4.0,39.0,39.0,9.0,1874.8088988549127,43.0,43.0,1.0,66.0,50.0,37.0,no
libraries/plugins/import/ImportShp.class.php,191.0,191.0,5.0,27.0,27.0,5.0,1377.5722636466269,45.0,45.0,1.0,55.0,42.0,30.0,no
libraries/plugins/import/ImportSql.class.php,236.0,236.0,4.0,41.0,41.0,7.0,2300.5383483235933,43.0,43.0,1.0,48.0,38.0,28.0,no
libraries/plugins/import/ImportXml.class.php,151.0,151.0,4.0,31.0,31.0,5.0,1325.2916970855492,43.0,43.0,1.0,46.0,34.0,19.0,no
libraries/plugins/ImportPlugin.class.php,12.0,12.0,3.0,2.0,2.0,1.0,21.972245773362197,27.0,27.0,0.0,0.0,0.0,0.0,no
libraries/plugins/import/ShapeFile.class.php,39.0,39.0,4.0,7.0,7.0,2.0,230.70858062030305,5.0,3.0,4.0,10.0,3.0,21.0,no
