,nonecholoc,loc,nmethods,ccomdeep,ccom,nest,hvol,nIncomingCalls,nIncomingCallsUniq,nOutgoingInternCalls,nOutgoingExternFlsCalled,nOutgoingExternFlsCalledUniq,nOutgoingExternCallsUniq,IsVulnerable
libraries/data_dictionary_relations.lib.php,152.0,152.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/data_drizzle.inc.php,180.0,180.0,0.0,9.0,9.0,4.0,234.91922645523204,0.0,0.0,0.0,1.0,1.0,1.0,no
libraries/data_mysql.inc.php,245.0,245.0,0.0,8.0,8.0,4.0,111.82079924046002,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/db_common.inc.php,31.0,31.0,0.0,9.0,9.0,3.0,349.07577427020493,0.0,0.0,0.0,16.0,9.0,15.0,no
libraries/dbi/drizzle.dbi.lib.php,241.0,241.0,23.0,46.0,46.0,2.0,2419.2815594121876,269.0,92.0,2.0,26.0,12.0,27.0,no
libraries/dbi/drizzle-wrappers.lib.php,175.0,175.0,22.0,20.0,20.0,4.0,1300.756949783042,32.0,15.0,8.0,33.0,33.0,1.0,no
libraries/dbi/mysql.dbi.lib.php,172.0,172.0,23.0,36.0,36.0,2.0,1675.2887476133772,270.0,92.0,1.0,10.0,8.0,9.0,no
libraries/dbi/mysqli.dbi.lib.php,313.0,313.0,23.0,59.0,59.0,2.0,2584.931104076644,269.0,92.0,2.0,13.0,9.0,10.0,no
libraries/db_info.inc.php,121.0,121.0,1.0,40.0,40.0,7.0,1307.1722795122446,0.0,0.0,1.0,22.0,6.0,28.0,no
libraries/db_links.inc.php,88.0,88.0,0.0,19.0,19.0,3.0,520.2257537504098,0.0,0.0,0.0,6.0,4.0,8.0,no
libraries/db_structure.lib.php,65.0,65.0,2.0,10.0,10.0,2.0,555.9447022731704,1.0,1.0,1.0,5.0,3.0,8.0,no
libraries/db_table_exists.lib.php,42.0,42.0,0.0,17.0,17.0,4.0,303.23061042594355,0.0,0.0,0.0,14.0,7.0,11.0,no
libraries/display_change_password.lib.php,20.0,21.0,0.0,3.0,3.0,1.0,169.99280064337296,0.0,0.0,0.0,1.0,1.0,1.0,no
libraries/display_create_database.lib.php,17.0,21.0,0.0,4.0,4.0,2.0,138.73784437901588,0.0,0.0,0.0,4.0,3.0,5.0,no
libraries/display_create_table.lib.php,13.0,15.0,0.0,3.0,3.0,1.0,67.14106763835437,0.0,0.0,0.0,2.0,2.0,2.0,no
libraries/display_export.lib.php,147.0,182.0,2.0,44.0,44.0,4.0,2195.727703965105,0.0,0.0,1.0,21.0,11.0,30.0,no
libraries/display_import_ajax.lib.php,34.0,34.0,4.0,6.0,6.0,2.0,159.64673036305263,3.0,3.0,0.0,3.0,3.0,1.0,no
libraries/display_import.lib.php,84.0,105.0,0.0,23.0,23.0,4.0,1119.0477700243716,0.0,0.0,0.0,20.0,9.0,27.0,no
libraries/display_select_lang.lib.php,32.0,42.0,2.0,9.0,9.0,2.0,240.59609121831602,2.0,2.0,0.0,3.0,3.0,3.0,no
libraries/display_tbl.lib.php,1489.0,1550.0,22.0,317.0,317.0,11.0,26647.737919745254,2.0,1.0,19.0,75.0,21.0,181.0,yes
libraries/engines/bdb.lib.php,46.0,46.0,3.0,1.0,1.0,0.0,5.545177444479562,3.0,2.0,0.0,0.0,0.0,0.0,no
libraries/engines/berkeleydb.lib.php,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/engines/binlog.lib.php,6.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,no
libraries/engines/innobase.lib.php,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/engines/innodb.lib.php,244.0,244.0,10.0,5.0,5.0,1.0,1111.8894045463408,11.0,6.0,1.0,7.0,5.0,20.0,no
libraries/engines/memory.lib.php,9.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,no
libraries/engines/merge.lib.php,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/engines/mrg_myisam.lib.php,7.0,7.0,1.0,1.0,1.0,0.0,1.3862943611198906,1.0,1.0,0.0,0.0,0.0,0.0,no
libraries/engines/myisam.lib.php,44.0,44.0,1.0,1.0,1.0,0.0,9.010913347279288,1.0,1.0,0.0,0.0,0.0,0.0,no
libraries/engines/ndbcluster.lib.php,14.0,14.0,3.0,1.0,1.0,0.0,3.295836866004329,3.0,2.0,0.0,0.0,0.0,0.0,no
libraries/engines/pbms.lib.php,71.0,71.0,6.0,2.0,2.0,1.0,233.6671173372113,7.0,5.0,1.0,4.0,4.0,4.0,no
libraries/engines/pbxt.lib.php,94.0,94.0,5.0,3.0,3.0,1.0,266.6201723463052,7.0,5.0,1.0,6.0,5.0,6.0,no
libraries/Error.class.php,152.0,160.0,17.0,16.0,16.0,4.0,1200.2616955630942,50.0,43.0,13.0,8.0,3.0,14.0,yes
libraries/Error_Handler.class.php,125.0,129.0,20.0,25.0,25.0,4.0,794.3028450710875,15.0,12.0,10.0,11.0,4.0,14.0,yes
libraries/error.inc.php,8.0,9.0,0.0,3.0,3.0,1.0,46.05170185988092,0.0,0.0,0.0,1.0,1.0,1.0,no
libraries/export/codegen.php,206.0,206.0,20.0,36.0,36.0,4.0,1869.4723531612224,14.0,9.0,11.0,12.0,9.0,21.0,no
libraries/export/csv.php,111.0,111.0,6.0,21.0,21.0,7.0,848.9089921779076,6.0,1.0,0.0,15.0,6.0,9.0,no
libraries/export/excel.php,26.0,26.0,0.0,3.0,3.0,1.0,25.296831937719073,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/export/htmlword.php,144.0,144.0,7.0,37.0,37.0,5.0,1576.8013681328873,7.0,1.0,0.0,23.0,8.0,25.0,no
libraries/export/json.php,68.0,68.0,6.0,11.0,11.0,5.0,522.8068160814051,6.0,1.0,0.0,14.0,5.0,8.0,no
libraries/export/latex.php,278.0,278.0,8.0,53.0,53.0,4.0,2819.2768847413254,7.0,1.0,1.0,25.0,8.0,32.0,no
libraries/export/mediawiki.php,74.0,74.0,6.0,13.0,13.0,3.0,420.91197874830925,6.0,1.0,0.0,2.0,2.0,2.0,no
libraries/export/ods.php,130.0,130.0,6.0,15.0,15.0,9.0,979.0245825483571,6.0,1.0,0.0,21.0,6.0,9.0,no
libraries/export/odt.php,215.0,215.0,7.0,36.0,36.0,6.0,2027.0908537415564,7.0,1.0,0.0,30.0,9.0,16.0,no
libraries/export/pdf.php,235.0,235.0,12.0,40.0,40.0,5.0,3635.3646154446787,9.0,3.0,4.0,26.0,6.0,36.0,no
libraries/export/php_array.php,68.0,68.0,6.0,10.0,10.0,3.0,545.3740167755666,6.0,1.0,0.0,15.0,6.0,11.0,no
libraries/export/sql.php,721.0,721.0,13.0,137.0,137.0,8.0,8665.894551120133,12.0,4.0,5.0,46.0,11.0,103.0,no
libraries/export/texytext.php,135.0,135.0,7.0,34.0,34.0,5.0,1429.1420022944892,7.0,1.0,0.0,23.0,8.0,19.0,no
libraries/export/xml.php,218.0,218.0,6.0,34.0,34.0,6.0,2217.3354702266015,6.0,1.0,0.0,22.0,7.0,25.0,no
libraries/export/yaml.php,66.0,66.0,6.0,11.0,11.0,4.0,457.4210523101281,6.0,1.0,0.0,14.0,5.0,8.0,no
libraries/File.class.php,346.0,346.0,36.0,56.0,56.0,4.0,3301.017138303015,32.0,21.0,23.0,17.0,13.0,30.0,no
libraries/file_listing.php,43.0,43.0,3.0,14.0,14.0,3.0,346.15424858518156,5.0,3.0,1.0,0.0,0.0,0.0,no
libraries/footer.inc.php,57.0,75.0,0.0,19.0,19.0,4.0,698.416542667466,0.0,0.0,0.0,9.0,6.0,24.0,no
libraries/gis/pma_gis_factory.php,28.0,28.0,1.0,4.0,4.0,2.0,50.53616527873305,3.0,3.0,0.0,8.0,8.0,7.0,no
libraries/gis/pma_gis_geometrycollection.php,138.0,138.0,10.0,26.0,26.0,4.0,1484.0254649665653,20.0,15.0,8.0,50.0,8.0,15.0,no
libraries/gis/pma_gis_geometry.php,94.0,94.0,11.0,16.0,16.0,3.0,1080.0778408053475,40.0,9.0,1.0,1.0,1.0,6.0,no
libraries/gis/pma_gis_linestring.php,130.0,130.0,9.0,16.0,16.0,2.0,1554.9492585900655,26.0,15.0,1.0,15.0,9.0,19.0,no
libraries/gis/pma_gis_multilinestring.php,175.0,175.0,10.0,26.0,26.0,3.0,2134.7873250779,27.0,15.0,1.0,15.0,9.0,19.0,no
libraries/gis/pma_gis_multipoint.php,143.0,143.0,10.0,20.0,20.0,3.0,1743.436069709898,27.0,15.0,1.0,15.0,9.0,19.0,no
libraries/gis/pma_gis_multipolygon.php,251.0,251.0,11.0,48.0,48.0,6.0,3211.988775244078,28.0,15.0,2.0,20.0,9.0,30.0,no
libraries/gis/pma_gis_point.php,113.0,113.0,10.0,11.0,11.0,2.0,1310.75760274723,27.0,15.0,1.0,15.0,9.0,19.0,no
libraries/gis/pma_gis_polygon.php,240.0,240.0,14.0,39.0,39.0,6.0,3416.35113242154,30.0,15.0,4.0,17.0,9.0,26.0,no
libraries/gis/pma_gis_visualization.php,233.0,233.0,16.0,17.0,17.0,5.0,2350.2499768295493,12.0,7.0,8.0,50.0,14.0,18.0,no
libraries/gis_visualization.lib.php,89.0,89.0,4.0,28.0,28.0,5.0,813.2722826082435,6.0,4.0,1.0,10.0,4.0,13.0,no
libraries/grab_globals.lib.php,56.0,56.0,1.0,15.0,15.0,3.0,366.2008503334096,0.0,0.0,1.0,1.0,1.0,3.0,no
libraries/header_http.inc.php,13.0,13.0,0.0,5.0,5.0,1.0,58.05926125153569,0.0,0.0,0.0,1.0,1.0,1.0,no
libraries/header.inc.php,94.0,102.0,1.0,24.0,24.0,7.0,782.3462562791226,0.0,0.0,1.0,16.0,12.0,16.0,no
libraries/header_meta_style.inc.php,16.0,19.0,0.0,5.0,5.0,1.0,164.75119020008137,0.0,0.0,0.0,2.0,2.0,2.0,no
libraries/header_printview.inc.php,26.0,28.0,0.0,4.0,4.0,1.0,313.1045022704113,0.0,0.0,0.0,5.0,4.0,5.0,no
libraries/header_scripts.inc.php,33.0,35.0,0.0,9.0,9.0,2.0,300.6996502861173,0.0,0.0,0.0,8.0,7.0,9.0,no
libraries/iconv_wrapper.lib.php,34.0,34.0,1.0,4.0,4.0,1.0,161.94414385415422,2.0,2.0,0.0,0.0,0.0,0.0,no
libraries/import/csv.php,276.0,276.0,0.0,66.0,66.0,6.0,2929.1487205611297,0.0,0.0,0.0,14.0,5.0,30.0,no
libraries/import/docsql.php,54.0,54.0,0.0,11.0,11.0,3.0,649.2427839240528,0.0,0.0,0.0,6.0,4.0,28.0,no
libraries/import/ldi.php,71.0,71.0,0.0,20.0,20.0,4.0,550.4555885814056,0.0,0.0,0.0,16.0,8.0,14.0,no
libraries/import.lib.php,489.0,489.0,14.0,132.0,132.0,10.0,6711.622320042765,24.0,8.0,9.0,20.0,11.0,33.0,no
libraries/import/ods.php,144.0,144.0,0.0,40.0,40.0,9.0,1398.6897778143755,0.0,0.0,0.0,10.0,6.0,9.0,no
libraries/import/shp.php,265.0,265.0,10.0,39.0,39.0,6.0,2455.127313543326,8.0,1.0,8.0,39.0,14.0,61.0,no
libraries/import/sql.php,171.0,171.0,0.0,42.0,42.0,7.0,1835.4858517516066,0.0,0.0,0.0,5.0,3.0,8.0,no
libraries/import/upload/apc.php,33.0,33.0,1.0,8.0,8.0,2.0,167.7610073190235,1.0,1.0,0.0,2.0,2.0,2.0,no
libraries/import/upload/noplugin.php,21.0,21.0,1.0,4.0,4.0,1.0,64.60757289448802,1.0,1.0,0.0,1.0,1.0,1.0,no
libraries/import/upload/uploadprogress.php,41.0,41.0,1.0,8.0,8.0,2.0,176.6663387499864,1.0,1.0,0.0,2.0,2.0,2.0,no
libraries/import/xml.php,126.0,126.0,0.0,32.0,32.0,5.0,1154.1335896689172,0.0,0.0,0.0,9.0,5.0,9.0,no
libraries/Index.class.php,350.0,350.0,36.0,54.0,54.0,4.0,3392.7370952648344,87.0,34.0,24.0,23.0,14.0,34.0,no
libraries/information_schema_relations.lib.php,124.0,124.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
libraries/ip_allow_deny.lib.php,66.0,66.0,3.0,20.0,20.0,4.0,573.6719926547987,1.0,1.0,2.0,2.0,2.0,6.0,no
libraries/js_escape.lib.php,42.0,42.0,5.0,8.0,8.0,3.0,224.80866112348227,22.0,18.0,3.0,1.0,1.0,1.0,no
libraries/kanji-encoding.lib.php,62.0,62.0,5.0,9.0,9.0,1.0,523.8208824841789,4.0,4.0,3.0,0.0,0.0,0.0,no
libraries/List.class.php,40.0,40.0,7.0,8.0,8.0,2.0,222.2415247791073,15.0,12.0,3.0,36.0,34.0,3.0,no
libraries/List_Database.class.php,213.0,213.0,11.0,56.0,56.0,7.0,2261.6117056960084,14.0,10.0,8.0,60.0,41.0,24.0,no
libraries/logging.lib.php,6.0,6.0,1.0,2.0,2.0,1.0,12.875503299472802,4.0,4.0,0.0,0.0,0.0,0.0,no
libraries/Message.class.php,198.0,198.0,36.0,24.0,24.0,3.0,1535.1136384483918,231.0,74.0,21.0,4.0,4.0,7.0,no
libraries/mime.lib.php,11.0,11.0,1.0,4.0,4.0,1.0,59.32506358807793,1.0,1.0,0.0,0.0,0.0,0.0,no
libraries/mult_submits.inc.php,334.0,339.0,0.0,54.0,54.0,7.0,3150.3719016287223,0.0,0.0,0.0,23.0,10.0,58.0,yes
libraries/mysql_charsets.lib.php,326.0,326.0,5.0,32.0,32.0,4.0,2014.0477646882725,24.0,18.0,1.0,16.0,5.0,29.0,no
libraries/navigation_header.inc.php,73.0,81.0,0.0,17.0,17.0,4.0,764.9958457410875,0.0,0.0,0.0,4.0,3.0,10.0,no
libraries/ob.lib.php,24.0,24.0,3.0,7.0,7.0,3.0,92.49189625267726,5.0,5.0,1.0,0.0,0.0,0.0,no
libraries/opendocument.lib.php,79.0,79.0,1.0,2.0,2.0,1.0,259.0598851036152,2.0,2.0,0.0,2.0,1.0,6.0,no
libraries/parse_analyze.lib.php,17.0,17.0,0.0,6.0,6.0,2.0,114.83312018749118,0.0,0.0,0.0,2.0,1.0,2.0,no
libraries/Partition.class.php,16.0,16.0,2.0,3.0,3.0,1.0,54.66794629533601,3.0,2.0,1.0,2.0,1.0,2.0,no
libraries/PDF.class.php,45.0,45.0,6.0,4.0,4.0,2.0,442.5392964811199,10.0,5.0,2.0,51.0,35.0,22.0,no
libraries/plugin_interface.lib.php,157.0,157.0,8.0,45.0,45.0,10.0,2299.623844214391,9.0,3.0,4.0,2.0,1.0,3.0,no
libraries/PMA.php,34.0,34.0,3.0,4.0,4.0,1.0,83.92633454794297,0.0,0.0,1.0,0.0,0.0,0.0,no
libraries/pmd_common.php,144.0,144.0,8.0,18.0,18.0,3.0,1670.9705118001957,6.0,1.0,2.0,24.0,10.0,22.0,yes
libraries/RecentTable.class.php,83.0,83.0,8.0,12.0,12.0,2.0,785.4373043055643,71.0,66.0,4.0,13.0,7.0,11.0,no
libraries/relation_cleanup.lib.php,94.0,94.0,3.0,16.0,16.0,1.0,1031.4030046731987,7.0,3.0,0.0,4.0,2.0,89.0,no
libraries/relation.lib.php,531.0,534.0,21.0,115.0,115.0,13.0,7590.798518695229,125.0,63.0,9.0,34.0,10.0,122.0,no
libraries/replication_gui.lib.php,218.0,271.0,6.0,23.0,23.0,4.0,2539.7415872780093,6.0,2.0,1.0,10.0,6.0,9.0,no
libraries/replication.inc.php,192.0,192.0,7.0,26.0,26.0,4.0,1957.9152816395385,6.0,2.0,1.0,19.0,5.0,20.0,no
libraries/rte/rte_events.lib.php,421.0,421.0,7.0,55.0,55.0,6.0,3770.6100662452477,1.0,1.0,6.0,25.0,13.0,51.0,no
libraries/rte/rte_export.lib.php,57.0,57.0,4.0,11.0,11.0,3.0,469.24861460470373,3.0,3.0,1.0,10.0,7.0,12.0,no
libraries/rte/rte_footer.lib.php,72.0,72.0,4.0,3.0,3.0,1.0,377.1371329584851,3.0,3.0,1.0,6.0,3.0,8.0,no
libraries/rte/rte_list.lib.php,254.0,254.0,4.0,19.0,19.0,4.0,2040.3710945168914,6.0,3.0,3.0,5.0,3.0,17.0,no
libraries/rte/rte_main.inc.php,43.0,43.0,0.0,9.0,9.0,3.0,151.60849583619915,0.0,0.0,0.0,9.0,9.0,7.0,no
libraries/rte/rte_routines.lib.php,1040.0,1040.0,13.0,181.0,181.0,7.0,12166.14884032477,2.0,2.0,12.0,53.0,16.0,109.0,no
libraries/rte/rte_triggers.lib.php,292.0,292.0,7.0,45.0,45.0,6.0,2751.534094645802,1.0,1.0,6.0,25.0,13.0,44.0,no
libraries/rte/rte_words.lib.php,45.0,45.0,1.0,2.0,2.0,1.0,60.91982195375387,6.0,6.0,0.0,0.0,0.0,0.0,no
libraries/sanitizing.lib.php,67.0,67.0,4.0,11.0,11.0,2.0,279.48555388887735,16.0,16.0,1.0,1.0,1.0,1.0,no
libraries/schema/Dia_Relation_Schema.class.php,281.0,281.0,13.0,30.0,30.0,4.0,3100.5051215280178,43.0,8.0,9.0,58.0,15.0,38.0,no
libraries/schema/Eps_Relation_Schema.class.php,408.0,408.0,28.0,34.0,34.0,4.0,6096.192744778661,59.0,8.0,24.0,73.0,16.0,53.0,no
libraries/schema/Export_Relation_Schema.class.php,76.0,77.0,13.0,4.0,4.0,1.0,724.5633043323269,47.0,6.0,1.0,10.0,6.0,8.0,no
libraries/schema/Pdf_Relation_Schema.class.php,736.0,736.0,29.0,82.0,82.0,4.0,11995.05454420199,42.0,10.0,25.0,104.0,17.0,184.0,yes
libraries/schema/Svg_Relation_Schema.class.php,425.0,425.0,26.0,34.0,34.0,4.0,6431.623587478181,57.0,8.0,21.0,72.0,16.0,54.0,no
libraries/schema/User_Schema.class.php,426.0,454.0,15.0,56.0,56.0,5.0,5892.870699507213,6.0,1.0,9.0,29.0,9.0,82.0,no
libraries/schema/Visio_Relation_Schema.class.php,262.0,262.0,20.0,29.0,29.0,4.0,3049.4954761536897,53.0,8.0,14.0,65.0,16.0,42.0,no
libraries/select_lang.lib.php,286.0,286.0,6.0,41.0,41.0,3.0,1106.0688518949762,4.0,3.0,5.0,2.0,1.0,4.0,no
libraries/select_server.lib.php,45.0,57.0,1.0,19.0,19.0,4.0,409.968944114885,4.0,4.0,0.0,2.0,1.0,2.0,no
